@RELATION deceptionSvm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {../deception-audio/truth,../deception-audio/lie}

@DATA
0.057177,0.015228,3.081994,0.133881,0.167806,0.364803,0.009331,0.075124,-26.497596,2.257083,-0.228612,-0.382983,-0.271627,-0.080605,-0.292716,-0.246680,-0.022596,-0.162149,-0.062939,-0.139308,-0.257136,0.039475,0.005702,0.021573,0.013553,0.015556,0.011699,0.011057,0.003715,0.015124,0.024548,0.025324,0.009857,0.021869,0.041018,0.017062,0.234458,0.044816,0.022974,0.340385,0.007214,0.076195,1.720778,0.547678,0.490682,0.457996,0.323602,0.331956,0.282960,0.235480,0.262030,0.212781,0.208153,0.213896,0.206379,0.033153,0.006891,0.020013,0.013273,0.016450,0.012772,0.010050,0.004568,0.017163,0.028991,0.021905,0.012323,0.011160,../deception-audio/lie
0.070603,0.013511,3.040421,0.143304,0.164120,0.462690,0.012427,0.102635,-26.173402,2.188257,-0.244563,-0.480234,-0.330736,-0.125805,-0.422191,-0.265722,0.077783,-0.141484,-0.009701,-0.089836,-0.332123,0.029479,0.006822,0.013041,0.009405,0.009750,0.008544,0.008043,0.003528,0.014591,0.031209,0.031955,0.013044,0.021988,0.067670,0.012877,0.261196,0.068499,0.025607,0.545193,0.009547,0.120537,1.703587,0.634730,0.576061,0.472255,0.375208,0.377296,0.332956,0.254435,0.288323,0.247079,0.229634,0.230186,0.219510,0.030006,0.009845,0.013593,0.011442,0.011653,0.010639,0.008244,0.005567,0.017026,0.034915,0.033257,0.018580,0.012099,../deception-audio/lie
0.071326,0.017119,3.075271,0.149146,0.171851,0.456318,0.011487,0.106163,-25.937257,2.290960,-0.279442,-0.411935,-0.338914,-0.150175,-0.332492,-0.253376,0.100225,-0.106371,0.000588,-0.117970,-0.319959,0.036149,0.006872,0.014815,0.007356,0.008706,0.008134,0.008033,0.003405,0.015967,0.029292,0.032736,0.015433,0.023937,0.065657,0.017064,0.255130,0.067917,0.027176,0.518101,0.009177,0.123598,1.624517,0.589564,0.554444,0.449815,0.353672,0.336857,0.297282,0.266578,0.271630,0.233377,0.225995,0.203515,0.206496,0.028096,0.007724,0.015080,0.008081,0.010588,0.009120,0.008127,0.006047,0.016861,0.031590,0.030879,0.018872,0.012515,../deception-audio/lie
0.078214,0.011086,3.087774,0.156349,0.172662,0.571241,0.007061,0.115419,-26.577823,2.034470,-0.215163,-0.320264,-0.205518,-0.106551,-0.271543,-0.230376,0.021823,-0.140399,-0.111748,-0.186371,-0.286546,0.039593,0.007080,0.021649,0.011794,0.011392,0.009003,0.011100,0.004477,0.009708,0.020823,0.028617,0.012390,0.019790,0.054906,0.012460,0.233472,0.055146,0.021490,0.458040,0.005320,0.108252,1.573223,0.562239,0.467870,0.431723,0.289165,0.289451,0.258649,0.223554,0.240331,0.218399,0.203975,0.208290,0.186751,0.031162,0.007692,0.018441,0.011617,0.009577,0.008583,0.009725,0.005516,0.010099,0.022393,0.023602,0.014613,0.009549,../deception-audio/lie
0.075815,0.007934,3.077393,0.149104,0.169385,0.472039,0.008377,0.106414,-27.347606,2.210153,-0.331218,-0.307926,-0.272561,-0.027092,-0.321009,-0.282087,0.015182,-0.175540,-0.076554,-0.139387,-0.277505,0.040155,0.005995,0.019342,0.013368,0.014126,0.011575,0.010836,0.003559,0.012812,0.017114,0.026657,0.013926,0.020958,0.061579,0.008043,0.237941,0.059047,0.023015,0.456791,0.005556,0.107797,1.590898,0.545881,0.537765,0.425818,0.339804,0.329869,0.265200,0.227725,0.246327,0.221250,0.193014,0.211199,0.207472,0.033482,0.006516,0.018056,0.015683,0.013089,0.011795,0.009739,0.004165,0.015055,0.018795,0.025845,0.016443,0.010412,../deception-audio/lie
0.065514,0.007410,3.047508,0.141530,0.168094,0.416055,0.008523,0.086051,-27.459040,2.296394,-0.144099,-0.288666,-0.247759,-0.068027,-0.353202,-0.263135,-0.021054,-0.176655,-0.116912,-0.153742,-0.275639,0.046947,0.006585,0.025612,0.015139,0.014682,0.012219,0.015352,0.005422,0.012559,0.017097,0.024671,0.010165,0.021076,0.049398,0.009657,0.276772,0.053293,0.023215,0.404947,0.006580,0.095622,1.676589,0.542447,0.445138,0.409128,0.285163,0.282882,0.257310,0.220750,0.253575,0.207375,0.195763,0.206249,0.214004,0.034884,0.006985,0.023085,0.013916,0.012410,0.012380,0.012784,0.006353,0.013951,0.019915,0.021450,0.011780,0.010257,../deception-audio/lie
0.066467,0.007239,3.092623,0.143352,0.169704,0.490065,0.007727,0.088839,-26.947003,2.036374,-0.174391,-0.346883,-0.155924,-0.173812,-0.339826,-0.284137,-0.059671,-0.021624,-0.058431,-0.047803,-0.156855,0.023437,0.004782,0.015734,0.014833,0.014388,0.011761,0.013803,0.005411,0.021416,0.022752,0.019518,0.008945,0.016931,0.041426,0.008048,0.192493,0.043012,0.022908,0.378244,0.005688,0.079289,1.278767,0.499209,0.450839,0.384936,0.277665,0.285027,0.290361,0.219303,0.231393,0.199490,0.195525,0.199475,0.194341,0.018486,0.005424,0.013047,0.014722,0.013950,0.011217,0.010828,0.006103,0.020000,0.022896,0.018187,0.009965,0.008695,../deception-audio/lie
0.056010,0.011909,3.078613,0.132450,0.168230,0.340406,0.008937,0.071998,-26.939407,2.373874,-0.248077,-0.267850,-0.323570,-0.030158,-0.312599,-0.227781,-0.006411,-0.159459,-0.115593,-0.208860,-0.324560,0.047630,0.008377,0.028258,0.014981,0.014093,0.011039,0.013555,0.004572,0.011408,0.019435,0.025621,0.012352,0.022513,0.038492,0.013508,0.223427,0.042370,0.023131,0.320220,0.006479,0.072882,1.660502,0.493151,0.469312,0.376780,0.294424,0.286528,0.279653,0.230020,0.251221,0.215062,0.199503,0.215640,0.213611,0.035470,0.009401,0.024049,0.015201,0.013290,0.011499,0.011570,0.005894,0.013403,0.020978,0.022209,0.014594,0.010261,../deception-audio/lie
0.058568,0.005856,3.114879,0.138984,0.171827,0.396162,0.006277,0.071803,-27.768154,2.300752,-0.137863,-0.185982,-0.182775,-0.090109,-0.252107,-0.220178,-0.035441,-0.147487,-0.133951,-0.191667,-0.245922,0.052255,0.004648,0.030411,0.018405,0.015069,0.010219,0.015059,0.004412,0.007318,0.020009,0.034587,0.010236,0.022816,0.032249,0.007389,0.160352,0.034663,0.020129,0.306759,0.004924,0.071028,1.251586,0.417970,0.369318,0.308131,0.225515,0.240352,0.198409,0.186759,0.220979,0.192038,0.174480,0.155928,0.173180,0.031946,0.004157,0.022285,0.016655,0.011368,0.009040,0.010617,0.003810,0.006877,0.018823,0.025780,0.011144,0.009488,../deception-audio/lie
0.025660,0.013991,3.109198,0.088985,0.157258,0.131389,0.011873,0.029936,-26.251341,2.730713,0.167172,0.169292,-0.228015,-0.172540,-0.071649,-0.014210,-0.225882,-0.117394,-0.036156,-0.017761,-0.049653,0.024692,0.003295,0.076279,0.023298,0.031858,0.019752,0.033969,0.001368,0.007533,0.021007,0.025314,0.005918,0.034486,0.009765,0.015070,0.179931,0.019261,0.027580,0.103780,0.008362,0.016376,1.200145,0.409995,0.420077,0.402014,0.286729,0.249620,0.227179,0.231490,0.208694,0.218348,0.218683,0.232307,0.249120,0.028203,0.004051,0.059484,0.026429,0.026661,0.025357,0.025962,0.002059,0.009296,0.021153,0.020567,0.007329,0.013213,../deception-audio/lie
0.012527,0.054684,3.055156,0.080282,0.161482,0.037903,0.021243,0.014686,-25.215820,3.539102,0.765137,0.720491,0.324951,0.365864,0.135562,0.176261,-0.052373,0.006782,-0.101172,-0.038370,-0.076317,0.025295,0.003209,0.043833,0.013213,0.065748,0.004490,0.051720,0.000495,0.002193,0.025889,0.033714,0.001412,0.035636,0.005876,0.031159,0.141888,0.028567,0.041507,0.035513,0.013845,0.007337,1.539914,0.529374,0.536887,0.352801,0.343952,0.276397,0.258664,0.236795,0.235150,0.207252,0.229555,0.220469,0.211826,0.031667,0.006977,0.035495,0.017320,0.048080,0.006575,0.036562,0.000912,0.003831,0.024632,0.030579,0.002199,0.008957,../deception-audio/lie
0.009417,0.055999,3.035702,0.075410,0.162006,0.018915,0.021270,0.011664,-25.894295,3.886789,0.907534,0.788356,0.344509,0.273129,0.046474,-0.011240,-0.158876,-0.085243,-0.071709,-0.056088,-0.081145,0.032888,0.000610,0.041679,0.012440,0.040495,0.005200,0.055421,0.000632,0.001646,0.041469,0.042307,0.000500,0.035770,0.002657,0.046559,0.147902,0.030173,0.044568,0.016283,0.012774,0.002836,1.447801,0.523941,0.372384,0.312488,0.249339,0.205120,0.197568,0.182033,0.167616,0.164295,0.157188,0.154360,0.150150,0.035221,0.000936,0.033382,0.014319,0.033683,0.005996,0.042337,0.001502,0.002038,0.038488,0.036151,0.000715,0.008958,../deception-audio/lie
0.048918,0.020729,2.936465,0.097942,0.134166,0.391242,0.015789,0.075669,-27.574000,1.740835,0.027103,-0.108481,-0.348635,-0.144792,-0.163249,-0.018972,0.034935,0.000420,-0.051486,-0.160305,-0.167168,0.021862,0.009813,0.022332,0.012424,0.018128,0.009833,0.019020,0.003600,0.011821,0.019781,0.025009,0.013309,0.021545,0.028590,0.027959,0.388321,0.025250,0.036675,0.339309,0.011186,0.052957,3.130785,0.989121,0.847426,0.615689,0.434493,0.405472,0.345614,0.294814,0.296845,0.274665,0.280408,0.279232,0.293405,0.027223,0.015660,0.022555,0.017891,0.022919,0.015398,0.020878,0.007133,0.017411,0.021090,0.027393,0.020635,0.012261,../deception-audio/lie
0.027999,0.012640,3.088495,0.077265,0.132652,0.146470,0.010702,0.040039,-26.224497,2.705645,-0.048858,0.008898,-0.276686,0.209058,-0.173843,-0.142513,-0.022031,-0.029346,0.149934,0.065015,-0.015729,0.017280,0.006145,0.038055,0.014149,0.029195,0.019633,0.056607,0.003619,0.013591,0.015413,0.035528,0.005784,0.028259,0.011653,0.016698,0.144584,0.021555,0.037725,0.139524,0.006528,0.024203,1.182663,0.432240,0.362240,0.396551,0.330354,0.252474,0.234093,0.248539,0.273921,0.245460,0.234308,0.217250,0.199360,0.016431,0.008164,0.028937,0.015195,0.025188,0.019081,0.039610,0.005716,0.017031,0.013352,0.029144,0.006964,0.010922,../deception-audio/lie
0.061223,0.007563,3.118288,0.126239,0.153802,0.483535,0.007351,0.092938,-28.447083,1.904809,-0.140428,0.020966,-0.093637,-0.019084,-0.066087,-0.072390,-0.074681,0.096661,0.001333,0.001725,-0.107858,0.016329,0.003281,0.022110,0.008405,0.024677,0.006747,0.020063,0.005593,0.010304,0.020475,0.030319,0.006464,0.020986,0.038447,0.008210,0.219258,0.037749,0.025552,0.414128,0.004915,0.074783,2.438587,0.655068,0.675395,0.421932,0.337674,0.329569,0.320947,0.277715,0.243844,0.220547,0.235901,0.197489,0.225493,0.016972,0.004161,0.023333,0.009992,0.022799,0.007635,0.020417,0.008937,0.012574,0.019739,0.028870,0.008388,0.010985,../deception-audio/lie
0.068799,0.005613,3.121390,0.128333,0.150188,0.549971,0.006955,0.106808,-28.937582,1.970426,-0.282409,0.119115,-0.027409,-0.120589,0.045855,-0.070825,0.005765,0.096908,0.011471,0.016786,-0.036789,0.012495,0.004347,0.021111,0.007544,0.025919,0.007919,0.021233,0.002635,0.010891,0.020995,0.032825,0.007026,0.019130,0.040870,0.005391,0.164727,0.037760,0.025455,0.436465,0.004168,0.076922,1.826995,0.594252,0.697814,0.339315,0.380666,0.304829,0.280745,0.261278,0.222742,0.227332,0.220277,0.205128,0.209019,0.014158,0.005381,0.019694,0.008134,0.018582,0.007433,0.017690,0.003594,0.013584,0.019013,0.026924,0.009721,0.008787,../deception-audio/lie
0.058719,0.006432,3.126618,0.120823,0.149698,0.427719,0.008504,0.090224,-27.898302,1.896157,-0.431103,-0.002139,-0.221033,-0.002160,-0.009407,-0.107093,-0.073767,-0.035404,-0.123989,-0.111421,-0.148100,0.016577,0.008509,0.019690,0.015216,0.025762,0.007336,0.018651,0.009452,0.011324,0.013683,0.024771,0.007512,0.022214,0.039097,0.006758,0.208637,0.040273,0.029618,0.406820,0.005865,0.076274,2.529472,0.663194,0.653317,0.474256,0.393559,0.324173,0.295757,0.272550,0.257964,0.275423,0.255435,0.265028,0.275935,0.021340,0.012371,0.018940,0.017934,0.026490,0.009179,0.019877,0.015352,0.012647,0.013566,0.024809,0.009867,0.010631,../deception-audio/lie
0.066339,0.011857,3.130884,0.134383,0.155889,0.499969,0.007308,0.102635,-27.382811,2.016341,-0.164575,0.012059,-0.115432,-0.012024,-0.158068,-0.070391,-0.073101,0.040581,-0.008104,0.028800,-0.077924,0.014305,0.002673,0.020508,0.010049,0.027615,0.006439,0.018133,0.002658,0.014282,0.017082,0.028829,0.005453,0.020787,0.050150,0.011002,0.220841,0.043659,0.025854,0.448414,0.005172,0.093280,2.051059,0.603839,0.567375,0.425445,0.377467,0.372982,0.303809,0.253678,0.251194,0.232998,0.222917,0.193544,0.230486,0.017688,0.003056,0.020809,0.011176,0.023169,0.007109,0.016771,0.004166,0.014980,0.015623,0.028400,0.006693,0.010466,../deception-audio/lie
0.064596,0.029795,2.960029,0.116638,0.143285,0.427377,0.012721,0.085807,-24.550343,2.398228,-0.318327,-0.237879,-0.349420,-0.012222,-0.144093,-0.050476,-0.158512,-0.072141,-0.071266,-0.046532,0.040065,0.017215,0.007278,0.026697,0.019342,0.031981,0.019641,0.017656,0.004110,0.011697,0.014168,0.013664,0.007883,0.021445,0.057226,0.026238,0.361883,0.048747,0.030194,0.528649,0.008110,0.099056,1.694168,0.807128,0.709729,0.449369,0.446574,0.317824,0.312714,0.236339,0.255165,0.213697,0.237715,0.187757,0.206487,0.021278,0.009960,0.032107,0.024161,0.035098,0.026062,0.018604,0.007471,0.014917,0.016622,0.015718,0.011329,0.012392,../deception-audio/lie
0.064449,0.025704,3.023465,0.120140,0.146919,0.455294,0.009518,0.089650,-24.918057,2.263011,-0.032579,-0.153518,-0.390063,0.314117,0.006620,0.078085,-0.045759,-0.037575,-0.074976,0.007103,-0.056146,0.016782,0.007732,0.034614,0.020538,0.036163,0.012389,0.013193,0.005102,0.006115,0.014111,0.015670,0.006052,0.021785,0.050352,0.025969,0.301225,0.043521,0.029018,0.501535,0.005641,0.093076,2.034056,0.693838,0.732112,0.391504,0.441559,0.314573,0.315057,0.261390,0.267042,0.208577,0.197913,0.198908,0.185981,0.018663,0.010661,0.032061,0.020176,0.029997,0.017923,0.013038,0.008441,0.007057,0.017017,0.016572,0.007844,0.010527,../deception-audio/lie
0.058391,0.026582,2.924384,0.115630,0.145206,0.450984,0.008031,0.084966,-24.370680,2.089805,0.021106,-0.054754,-0.388048,0.293127,0.000163,0.193229,-0.054628,-0.045871,-0.180847,-0.012618,-0.079101,0.014458,0.009455,0.021626,0.021058,0.031276,0.010960,0.016180,0.004247,0.007378,0.015829,0.025256,0.007279,0.017123,0.034053,0.022512,0.366557,0.039377,0.028034,0.403019,0.004815,0.066085,2.231715,0.689309,0.670672,0.392995,0.440443,0.373023,0.313144,0.285837,0.262231,0.238507,0.224528,0.198078,0.198588,0.014054,0.012581,0.017683,0.023465,0.026706,0.010660,0.013372,0.006266,0.009122,0.012321,0.018771,0.009884,0.008338,../deception-audio/lie
0.036030,0.043022,2.837018,0.086891,0.135970,0.199446,0.012389,0.049224,-24.455356,2.706265,-0.208110,-0.176816,-0.217239,0.153658,-0.001901,0.107053,-0.013054,0.106199,-0.059749,-0.006877,0.035369,0.016379,0.007296,0.035406,0.010263,0.022193,0.013496,0.028758,0.004607,0.012235,0.018270,0.034925,0.010835,0.021411,0.030834,0.039392,0.456345,0.034321,0.037119,0.308665,0.006964,0.052278,2.700476,0.794115,0.814253,0.439943,0.511525,0.362114,0.313409,0.263588,0.324093,0.255304,0.236924,0.204409,0.196520,0.016705,0.008857,0.026795,0.010124,0.021553,0.014487,0.029483,0.009726,0.015183,0.017380,0.026129,0.015615,0.008642,../deception-audio/lie
0.082706,0.021662,3.013401,0.137090,0.143367,0.641273,0.012169,0.132577,-25.750008,1.403800,-0.435881,-0.124804,-0.127190,-0.095786,-0.111128,-0.100001,-0.179156,-0.223623,-0.215868,-0.282620,-0.237234,0.022268,0.008299,0.018065,0.020483,0.012893,0.010557,0.012461,0.005968,0.008669,0.010403,0.011881,0.007631,0.016846,0.064652,0.030343,0.306626,0.056385,0.031763,0.531118,0.017786,0.109160,2.231551,0.918708,0.954948,0.624839,0.477246,0.431797,0.299179,0.314586,0.278459,0.298038,0.288545,0.312804,0.334339,0.028277,0.010942,0.018671,0.024230,0.016193,0.015375,0.013922,0.008984,0.012528,0.012625,0.015656,0.009981,0.011080,../deception-audio/lie
0.049422,0.013968,3.158563,0.125808,0.160854,0.341779,0.006982,0.070387,-25.620230,2.067618,-0.136833,0.267455,0.021530,0.358745,0.126702,0.185406,0.101463,0.028310,0.064087,0.091734,-0.104157,0.018493,0.004564,0.016569,0.009433,0.076555,0.007292,0.013415,0.003456,0.004929,0.013156,0.019962,0.008262,0.027950,0.030052,0.014707,0.120395,0.035341,0.024985,0.340318,0.003533,0.066884,1.567940,0.580872,0.668596,0.388989,0.359253,0.335540,0.273897,0.257194,0.225822,0.232826,0.233597,0.224582,0.253307,0.020456,0.006303,0.015070,0.012062,0.046099,0.009381,0.014547,0.005153,0.006630,0.012153,0.018823,0.012390,0.011341,../deception-audio/lie
0.047444,0.009090,3.149410,0.125803,0.157938,0.370993,0.006479,0.067403,-26.240231,2.044354,0.129228,0.102620,-0.022437,0.291002,0.182266,0.167906,0.041694,0.022695,0.040442,0.105496,0.007459,0.008866,0.005385,0.015038,0.014292,0.090923,0.012423,0.016327,0.003671,0.006578,0.011691,0.010898,0.004722,0.030372,0.025065,0.009221,0.147124,0.031406,0.023636,0.275242,0.003514,0.051801,1.521047,0.486644,0.644595,0.413015,0.354620,0.303725,0.287062,0.258188,0.223320,0.212706,0.207092,0.208156,0.210630,0.009145,0.007706,0.015285,0.017400,0.049192,0.016379,0.015541,0.005893,0.007652,0.011698,0.010319,0.006662,0.011815,../deception-audio/lie
0.028770,0.006630,3.158814,0.112719,0.165343,0.176813,0.007473,0.034904,-27.094171,2.846379,0.298954,0.241645,0.054623,0.304568,0.247792,0.166054,0.143682,0.014261,0.048874,0.163962,0.025102,0.010237,0.003307,0.025477,0.013555,0.126004,0.007906,0.015821,0.001903,0.005158,0.010359,0.012355,0.003203,0.038916,0.016164,0.005475,0.100626,0.029157,0.022728,0.193596,0.004455,0.034493,1.228748,0.453760,0.541819,0.330361,0.331518,0.278387,0.257104,0.232843,0.225658,0.203764,0.193226,0.185853,0.176272,0.011114,0.004535,0.024652,0.015777,0.047828,0.009273,0.015356,0.003392,0.006598,0.010732,0.011300,0.004728,0.010982,../deception-audio/lie
0.037181,0.004804,3.163915,0.127007,0.169864,0.275410,0.006868,0.045877,-27.180684,2.675113,0.441966,0.156664,-0.034641,0.248463,0.170777,0.142121,0.086898,0.023903,0.041357,0.178349,0.071172,0.009627,0.004534,0.020653,0.014207,0.119731,0.011793,0.015658,0.001167,0.008822,0.010571,0.009860,0.003417,0.037255,0.022212,0.004051,0.104614,0.034046,0.020427,0.275842,0.004354,0.049356,1.355347,0.505693,0.507833,0.315657,0.336556,0.282482,0.272131,0.211589,0.216400,0.206247,0.196388,0.192266,0.176704,0.010861,0.006658,0.018818,0.015602,0.049348,0.014904,0.012906,0.001627,0.013739,0.011961,0.008673,0.003966,0.011460,../deception-audio/lie
